#,Region/ المنطقة,PC Code/ رمز مركز الانتخاب,Office #/ الللجنة الانتخابية #,Office/ الللجنة الانتخابية ,Main C/ الدائرة الانتخابية الرئيسية,SubC # / رقم الدائرة الفرعية ,SubC name / الدائرة الفرعية,Name PC,Mahalla / المحلة,Village / المدينة/القرية,نوع المركز / Type,E  خط العرض   / Coordinates E,N  خط العرض   / Coordinates N
1392,الشرقية,34004,15,بنغازي,الثالثة,8,بنغازي,إمحمد المقريف,بنغازي المدينة,بنغازي المركز,1عام,,
1393,الشرقية,34005,15,بنغازي,الثالثة,8,بنغازي,بنغازي بنين,بنغازي المدينة,بنغازي المركز,1عام,,
1394,الشرقية,34006,15,بنغازي,الثالثة,8,بنغازي,الأميرة,بنغازي المدينة,بنغازي المركز,1عام,,
1395,الشرقية,34007,15,بنغازي,الثالثة,8,بنغازي,23يوليو,بنغازي المدينة,بنغازي المركز,1عام,,
1396,الشرقية,34008,15,بنغازي,الثالثة,8,بنغازي,صروح المعرفة,الصابري,بنغازي المركز,1عام,,
1397,الشرقية,34009,15,بنغازي,الثالثة,8,بنغازي,رابعة العدوية,الصابري,بنغازي المركز,1عام,,
1398,الشرقية,34010,15,بنغازي,الثالثة,8,بنغازي,فاطمة الزهراء,الصابري,بنغازي المركز,1عام,,
1399,الشرقية,34011,15,بنغازي,الثالثة,8,بنغازي,اللثامة,الصابري,بنغازي المركز,1عام,,
1400,الشرقية,34012,15,بنغازي,الثالثة,8,بنغازي,الحقيقة,الصابري,بنغازي المركز,1عام,,
1401,الشرقية,34013,15,بنغازي,الثالثة,8,بنغازي,عمر المختار,الصابري,بنغازي المركز,1عام,,
1402,الشرقية,34014,15,بنغازي,الثالثة,8,بنغازي,الكرامة,راس اعبيدة,بنغازي المركز,1عام,,
1403,الشرقية,34015,15,بنغازي,الثالثة,8,بنغازي,غزة,راس اعبيدة,بنغازي المركز,1عام,,
1404,الشرقية,34016,15,بنغازي,الثالثة,8,بنغازي,الصمود,راس اعبيدة,بنغازي المركز,1عام,,
1405,الشرقية,34017,15,بنغازي,الثالثة,8,بنغازي,الحسن بن الهيثم,راس اعبيدة,بنغازي المركز,1عام,,
1406,الشرقية,34018,15,بنغازي,الثالثة,8,بنغازي,شهداء العقيلة,سيدي اعبيد,بنغازي المركز,1عام,,
1407,الشرقية,34019,15,بنغازي,الثالثة,8,بنغازي,حنين,سيدي اعبيد,بنغازي المركز,1عام,,
1408,الشرقية,34020,15,بنغازي,الثالثة,8,بنغازي,خديجة الكبرى,سيدي اعبيد,بنغازي المركز,1عام,,
1409,الشرقية,34021,15,بنغازي,الثالثة,8,بنغازي,الاستقلال,سيدي حسين,بنغازي المركز,1عام,,
1410,الشرقية,34022,15,بنغازي,الثالثة,8,بنغازي,الأندلس,سيدي حسين,بنغازي المركز,1عام,,
1411,الشرقية,34023,15,بنغازي,الثالثة,8,بنغازي,بنغازي بنات,سيدي حسين,بنغازي المركز,1عام,,
1412,الشرقية,34024,15,بنغازي,الثالثة,8,بنغازي,صالح بويصير,سيدي حسين,بنغازي المركز,1عام,,
1413,الشرقية,34025,15,بنغازي,الثالثة,8,بنغازي,التحرير,شهداء السلماني,بنغازي المركز,1عام,,
1414,الشرقية,34026,15,بنغازي,الثالثة,8,بنغازي,المستقبل,شهداء السلماني,بنغازي المركز,1عام,,
1415,الشرقية,34027,15,بنغازي,الثالثة,8,بنغازي,سكينة بنت الحسين,شهداء السلماني,بنغازي المركز,1عام,,
1416,الشرقية,34028,15,بنغازي,الثالثة,8,بنغازي,المجاهد,شهداء السلماني,بنغازي المركز,1عام,,
1417,الشرقية,34029,15,بنغازي,الثالثة,8,بنغازي,ابي عبيدة بن الجراح,شهداء السلماني,بنغازي المركز,1عام,,
1418,الشرقية,34030,15,بنغازي,الثالثة,8,بنغازي,شهداء بوسليم,شهداء السلماني,بنغازي المركز,1عام,,
1419,الشرقية,34031,15,بنغازي,الثالثة,8,بنغازي,قرطبة,البركة,البركة,1عام,,
1420,الشرقية,34032,15,بنغازي,الثالثة,8,بنغازي,السيدة زينب,البركة,البركة,1عام,,
1421,الشرقية,34034,15,بنغازي,الثالثة,8,بنغازي,الصادق بالة,البركة,البركة,1عام,,
1422,الشرقية,34035,15,بنغازي,الثالثة,8,بنغازي,خالد بن الوليد,البركة,البركة,1عام,,
1423,الشرقية,34036,15,بنغازي,الثالثة,8,بنغازي,بدر الكبرى,البركة,البركة,1عام,,
1424,الشرقية,34037,15,بنغازي,الثالثة,8,بنغازي,الإرادة,البركة,البركة,1عام,,
1425,الشرقية,34038,15,بنغازي,الثالثة,8,بنغازي,قطر,البركة,البركة,1عام,,
1426,الشرقية,34039,15,بنغازي,الثالثة,8,بنغازي,النور,البركة,البركة,1عام,,
1427,الشرقية,34040,15,بنغازي,الثالثة,8,بنغازي,الشهيدة سناء,البركة,البركة,1عام,,
1428,الشرقية,34041,15,بنغازي,الثالثة,8,بنغازي,الرسالة المقدسة,البركة,البركة,1عام,,
1429,الشرقية,34042,15,بنغازي,الثالثة,8,بنغازي,حرائر ليبيا,البركة,البركة,1عام,,
1430,الشرقية,34043,15,بنغازي,الثالثة,8,بنغازي,طارق بن زياد,البركة,البركة,1عام,,
1431,الشرقية,34044,15,بنغازي,الثالثة,8,بنغازي,تبوك,الهواري,البركة,1عام,,
1432,الشرقية,34045,15,بنغازي,الثالثة,8,بنغازي,ابن سينا,الحدائق,البركة,1عام,,
1433,الشرقية,34046,15,بنغازي,الثالثة,8,بنغازي,البشائر,شهداء الزاوية,البركة,1عام,,
1434,الشرقية,34047,15,بنغازي,الثالثة,8,بنغازي,ابي بن كعب,منطقة الحدائق,البركة,1عام,,
1435,الشرقية,34048,15,بنغازي,الثالثة,8,بنغازي,المجد,بنغازي الجديدة,البركة,1عام,,
1436,الشرقية,34049,15,بنغازي,الثالثة,8,بنغازي,الوفاء,بنغازي الجديدة,البركة,1عام,,
1437,الشرقية,34050,15,بنغازي,الثالثة,8,بنغازي,فجر المعرفة,لملوم,البركة,1عام,,
1438,الشرقية,34051,15,بنغازي,الثالثة,8,بنغازي,يوسف بوبكر,الفويهات,البركة,1عام,,
1439,الشرقية,34052,15,بنغازي,الثالثة,8,بنغازي,النجاح,الفويهات,البركة,1عام,,
1440,الشرقية,34053,15,بنغازي,الثالثة,8,بنغازي,الاتحاد,الفويهات,البركة,1عام,,
1441,الشرقية,34054,15,بنغازي,الثالثة,8,بنغازي,ام حبيبة,الفويهات,البركة,1عام,,
1442,الشرقية,34055,15,بنغازي,الثالثة,8,بنغازي,الشموخ,القوارشة,البركة,1عام,,
1443,الشرقية,34056,15,بنغازي,الثالثة,8,بنغازي,الضياء,القوارشة,البركة,1عام,,
1444,الشرقية,34057,15,بنغازي,الثالثة,8,بنغازي,القوارشة,القوارشة,البركة,1عام,,
1445,الشرقية,34058,15,بنغازي,الثالثة,8,بنغازي,بودريسة,القوارشة,البركة,1عام,,
1446,الشرقية,34059,15,بنغازي,الثالثة,8,بنغازي,شهداء جندوبة,الكيش,البركة,1عام,,
1447,الشرقية,34060,15,بنغازي,الثالثة,8,بنغازي,مناهل العلم,الكيش,البركة,1عام,,
1448,الشرقية,34061,15,بنغازي,الثالثة,8,بنغازي,القيروان,الكيش,البركة,1عام,,
1449,الشرقية,34062,15,بنغازي,الثالثة,8,بنغازي,صلاح الدين,الكيش,البركة,1عام,,
1450,الشرقية,34063,15,بنغازي,الثالثة,8,بنغازي,عثمان بن عفان,الكيش,البركة,1عام,,
1451,الشرقية,34064,15,بنغازي,الثالثة,8,بنغازي,غرناطة,الكيش,البركة,1عام,,
1452,الشرقية,34065,15,بنغازي,الثالثة,8,بنغازي,ابي بكر الرازي,الكيش,البركة,1عام,,
1453,الشرقية,34066,15,بنغازي,الثالثة,8,بنغازي,نور الحرية,الكيش,البركة,1عام,,
1454,الشرقية,34067,15,بنغازي,الثالثة,8,بنغازي,أبوبكر الصديق,الكيش,البركة,1عام,,
1455,الشرقية,34068,15,بنغازي,الثالثة,8,بنغازي,الصديقة,الهواري,البركة,1عام,,
1456,الشرقية,34069,15,بنغازي,الثالثة,8,بنغازي,شباب الحرية,الهواري,البركة,1عام,,
1457,الشرقية,34070,15,بنغازي,الثالثة,8,بنغازي,احرار ليبيا,بنغازي الجديدة,البركة,1عام,,
1458,الشرقية,34071,15,بنغازي,الثالثة,8,بنغازي,شهداء الهواري,الهواري,البركة,1عام,,
1459,الشرقية,34072,15,بنغازي,الثالثة,8,بنغازي,مصعب بن عمير,الهواري,البركة,1عام,,
1460,الشرقية,34073,15,بنغازي,الثالثة,8,بنغازي,24ديسمبر,الهواري,البركة,1عام,,
1461,الشرقية,34074,15,بنغازي,الثالثة,8,بنغازي,طيبة المنورة,الهواري,البركة,1عام,,
1462,الشرقية,34075,15,بنغازي,الثالثة,8,بنغازي,الأنصار,الهواري,البركة,1عام,,
1463,الشرقية,34077,15,بنغازي,الثالثة,8,بنغازي,العباس بن عبد المطلب,بنغازي الجديدة,البركة,1عام,,
1464,الشرقية,34078,15,بنغازي,الثالثة,8,بنغازي,طليطلة,بنغازي الجديدة,البركة,1عام,,
1465,الشرقية,34079,15,بنغازي,الثالثة,8,بنغازي,أحمد رفيق,بنغازي الجديدة,البركة,1عام,,
1466,الشرقية,34080,15,بنغازي,الثالثة,8,بنغازي,المهاجرين,بنغازي الجديدة,البركة,1عام,,
1467,الشرقية,34081,15,بنغازي,الثالثة,8,بنغازي,بو فاخرة,بوفاخرة,البركة,1عام,,
1468,الشرقية,34082,15,بنغازي,الثالثة,8,بنغازي,التربة,بوفاخرة,البركة,1عام,,
1469,الشرقية,34083,15,بنغازي,الثالثة,8,بنغازي,تيكة,بوفاخرة,البركة,1عام,,
1470,الشرقية,34084,15,بنغازي,الثالثة,8,بنغازي,قنفودة,بوفاخرة,البركة,1عام,,
1471,الشرقية,34085,15,بنغازي,الثالثة,8,بنغازي,قاريونس,قاريونس,البركة,1عام,,
1472,الشرقية,34086,15,بنغازي,الثالثة,8,بنغازي,ابن خلدون,قاريونس,البركة,1عام,,
1473,الشرقية,34087,15,بنغازي,الثالثة,8,بنغازي,جيل الوعد,قاريونس,البركة,1عام,,
1474,الشرقية,34088,15,بنغازي,الثالثة,8,بنغازي,أمنة بنت وهب,السلماني الشرقي,السلاوي,1عام,,
1475,الشرقية,34089,15,بنغازي,الثالثة,8,بنغازي,شهداء الواجب,السلماني الشرقي,السلاوي,1عام,,
1476,الشرقية,34090,15,بنغازي,الثالثة,8,بنغازي,علي بن ابي طالب,السلماني الشرقي,السلاوي,1عام,,
1477,الشرقية,34091,15,بنغازي,الثالثة,8,بنغازي,اليرموك,السلماني الشرقي,السلاوي,1عام,,
1478,الشرقية,34092,15,بنغازي,الثالثة,8,بنغازي,فتاة الثورة,السلماني الشرقي,السلاوي,1عام,,
1479,الشرقية,34093,15,بنغازي,الثالثة,8,بنغازي,الحسن بن علي,العروبة,السلاوي,1عام,,
1480,الشرقية,34094,15,بنغازي,الثالثة,8,بنغازي,عمر بن عبد العزيز,العروبة,السلاوي,1عام,,
1481,الشرقية,34095,15,بنغازي,الثالثة,8,بنغازي,نور المعرفة,العروبة,السلاوي,1عام,,
1482,الشرقية,34096,15,بنغازي,الثالثة,8,بنغازي,الاحرار,العروبة,السلاوي,1عام,,
1483,الشرقية,34097,15,بنغازي,الثالثة,8,بنغازي,اسامة بن زيد,العروبة,السلاوي,1عام,,
1484,الشرقية,34098,15,بنغازي,الثالثة,8,بنغازي,النصر,العروبة,السلاوي,1عام,,
1485,الشرقية,34099,15,بنغازي,الثالثة,8,بنغازي,شهداء بنغازي,العروبة,السلاوي,1عام,,
1486,الشرقية,34100,15,بنغازي,الثالثة,8,بنغازي,السيدة هاجر,حي السلام,السلاوي,1عام,,
1487,الشرقية,34101,15,بنغازي,الثالثة,8,بنغازي,هواري بومدين,حي السلام,السلاوي,1عام,,
1488,الشرقية,34102,15,بنغازي,الثالثة,8,بنغازي,أم القرى,حي السلام,السلاوي,1عام,,
